row_type,run_id,dataset_tag,driver_id_hash,source_file_hash,line_no,step,action,wait_reason,query_k,query_minutes,returned_count,actionable_after_query,positive_net_count,missed_window_risk,top_candidate_expired_or_unreachable_count,query_minutes_per_positive_candidate,query_reward,preference_deadline_risk,best_order_net,best_order_per_hour,best_take_id_hash,best_take_delta_official_net_estimate,best_reposition_delta_estimate,contributes_continuous_rest,contributes_full_rest_day,contributes_appointment,contributes_market_timing,contributes_endgame_safety,wait_lock_bug,top20_take_hashes,hard_filter_reasons,reposition_value,qwen_compile_calls
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,58,58,take_order,,100,10,100,49,37,48,49,0.27,856.15,46.2,871.15,83.21,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":46,""filter_not_online"":3,""filter_remove_slack_too_short"":2,""severe_negative_net"":11}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,59,59,take_order,,100,10,100,32,26,59,54,0.38,1443.7,46.87,1458.7,58.45,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":45,""filter_not_online"":9,""filter_remove_slack_too_short"":14,""severe_negative_net"":4}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,60,60,take_order,,100,10,100,44,41,56,56,0.24,1217.45,47.79,1232.45,62.01,,,,,,,,,,,"{""filter_load_window_unreachable"":56,""severe_negative_net"":3}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,61,61,take_order,,100,10,100,28,28,59,49,0.36,672.37,48.77,687.37,85.66,,,,,,,,,,,"{""filter_load_window_unreachable"":36,""filter_not_online"":13,""filter_remove_slack_too_short"":23}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,62,62,take_order,,100,10,100,41,40,55,51,0.25,845.29,49.42,860.29,50.06,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":47,""filter_not_online"":4,""filter_remove_slack_too_short"":8}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,63,63,take_order,,100,10,100,27,26,68,59,0.38,735.73,50.15,750.73,52.82,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":54,""filter_not_online"":5,""filter_remove_slack_too_short"":14}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,64,64,take_order,,100,10,100,52,46,40,37,0.22,801.28,51.07,816.28,56.06,,,,,,,,,,,"{""below_direct_net_threshold"":3,""filter_load_window_unreachable"":30,""filter_normalize_failed"":1,""filter_not_online"":7,""filter_remove_slack_too_short"":10,""severe_negative_net"":3}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,65,65,take_order,,100,10,100,55,48,44,37,0.21,1036.16,51.98,1051.16,79.45,,,,,,,,,,,"{""below_direct_net_threshold"":5,""filter_load_window_unreachable"":36,""filter_not_online"":1,""filter_remove_slack_too_short"":8,""severe_negative_net"":2}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,66,66,take_order,,100,10,100,44,40,52,48,0.25,770.12,53.15,785.12,39.35,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":44,""filter_not_online"":4,""filter_remove_slack_too_short"":8,""severe_negative_net"":3}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,67,67,take_order,,100,10,100,33,31,67,64,0.32,757.01,53.86,772.01,59.42,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":64,""filter_remove_slack_too_short"":3}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,68,68,take_order,,100,10,100,36,30,50,41,0.33,1510.17,54.65,1525.17,99.9,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_finish_after_horizon"":1,""filter_load_window_unreachable"":29,""filter_normalize_failed"":1,""filter_not_online"":12,""filter_remove_slack_too_short"":21,""severe_negative_net"":5}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,69,69,take_order,,100,10,100,30,27,70,68,0.37,831.52,55.44,846.52,60.76,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":68,""filter_remove_slack_too_short"":2,""severe_negative_net"":2}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,70,70,take_order,,100,10,100,37,30,57,41,0.33,904.15,56.43,919.15,38.37,,,,,,,,,,,"{""below_direct_net_threshold"":5,""filter_load_window_unreachable"":35,""filter_not_online"":6,""filter_remove_slack_too_short"":22,""severe_negative_net"":2}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,71,71,take_order,,100,10,100,50,46,46,42,0.22,878.44,57.13,893.44,40.25,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":38,""filter_not_online"":4,""filter_remove_slack_too_short"":8,""severe_negative_net"":3}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,72,72,take_order,,100,10,100,49,46,47,42,0.22,912.14,57.77,927.14,80.1,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":40,""filter_normalize_failed"":2,""filter_not_online"":2,""filter_remove_slack_too_short"":7,""severe_negative_net"":1}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,73,73,take_order,,100,10,100,18,15,72,56,0.67,427.86,58.62,442.86,51.17,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_finish_after_horizon"":1,""filter_load_window_unreachable"":48,""filter_normalize_failed"":1,""filter_not_online"":8,""filter_remove_slack_too_short"":24,""severe_negative_net"":1}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,74,74,take_order,,100,10,100,38,36,50,49,0.28,566.73,59.18,581.73,45.85,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_finish_after_horizon"":3,""filter_load_window_unreachable"":46,""filter_normalize_failed"":6,""filter_not_online"":3,""filter_remove_slack_too_short"":4}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,75,75,take_order,,100,10,100,25,24,53,43,0.42,585.26,60.13,600.26,80.41,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_finish_after_horizon"":6,""filter_load_window_unreachable"":32,""filter_normalize_failed"":5,""filter_not_online"":11,""filter_remove_slack_too_short"":21}",[],8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,76,76,wait,,100,10,100,0,0,71,51,10.0,-15.0,60.75,0.0,0.0,,,,,,,,,,,"{""filter_finish_after_horizon"":8,""filter_load_window_unreachable"":38,""filter_normalize_failed"":8,""filter_not_online"":13,""filter_remove_slack_too_short"":33}",[],8
wait,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,76,76,wait,no_safe_positive_net_cargo,100,10,100,0,0,71,51,10.0,-15.0,60.75,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,77,77,wait,,100,10,100,0,0,73,45,10.0,-15.0,60.8,0.0,0.0,,,,,,,,,,,"{""filter_finish_after_horizon"":7,""filter_load_window_unreachable"":32,""filter_normalize_failed"":7,""filter_not_online"":13,""filter_remove_slack_too_short"":41}",[],8
wait,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,77,77,wait,no_safe_positive_net_cargo,100,10,100,0,0,73,45,10.0,-15.0,60.8,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,78,78,wait,,100,10,100,0,0,71,51,10.0,-15.0,60.86,0.0,0.0,,,,,,,,,,,"{""filter_finish_after_horizon"":3,""filter_load_window_unreachable"":33,""filter_normalize_failed"":8,""filter_not_online"":18,""filter_remove_slack_too_short"":38}",[],8
wait,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,78,78,wait,no_safe_positive_net_cargo,100,10,100,0,0,71,51,10.0,-15.0,60.86,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,79,79,wait,,200,20,200,0,0,136,101,20.0,-30.0,60.92,0.0,0.0,,,,,,,,,,,"{""filter_finish_after_horizon"":2,""filter_load_window_unreachable"":46,""filter_normalize_failed"":7,""filter_not_online"":55,""filter_remove_slack_too_short"":90}",[],8
wait,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,79,79,wait,no_safe_positive_net_cargo,200,20,200,0,0,136,101,20.0,-30.0,60.92,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,80,80,wait,,200,17,167,0,0,102,73,17.0,-25.5,60.99,0.0,0.0,,,,,,,,,,,"{""filter_finish_after_horizon"":2,""filter_load_window_unreachable"":18,""filter_normalize_failed"":8,""filter_not_online"":55,""filter_remove_slack_too_short"":84}",[],8
wait,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,80,80,wait,no_safe_positive_net_cargo,200,17,167,0,0,102,73,17.0,-25.5,60.99,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,81,81,wait,,200,9,85,0,0,58,25,9.0,-13.5,61.04,0.0,0.0,,,,,,,,,,,"{""filter_normalize_failed"":2,""filter_not_online"":25,""filter_remove_slack_too_short"":58}",[],8
wait,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,81,81,wait,no_safe_positive_net_cargo,200,9,85,0,0,58,25,9.0,-13.5,61.04,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,82,82,wait,,200,3,23,0,0,14,8,3.0,-4.5,61.08,0.0,0.0,,,,,,,,,,,"{""filter_normalize_failed"":1,""filter_not_online"":8,""filter_remove_slack_too_short"":14}",[],8
wait,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,d1b26936cffa,3668549cdb61,82,82,wait,no_safe_positive_net_cargo,200,3,23,0,0,14,8,3.0,-4.5,61.08,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},8
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,1,1,wait,,100,0,0,0,0,0,0,0.0,0.0,0.62,0.0,0.0,,,,,,,,,,,{},[],9
wait,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,1,1,wait,no_safe_positive_net_cargo,100,0,0,0,0,0,0,0.0,0.0,0.62,0.0,0.0,,0.0,0.0,False,False,False,True,False,False,,{},{},9
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,2,2,take_order,,100,6,51,45,32,6,3,0.19,1152.52,0.73,1161.52,49.46,,,,,,,,,,,"{""below_direct_net_threshold"":5,""filter_load_window_unreachable"":3,""filter_remove_slack_too_short"":3,""severe_negative_net"":8}",[],9
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,3,3,take_order,,100,10,100,55,52,37,26,0.19,547.05,1.13,562.05,71.45,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":18,""filter_not_online"":8,""filter_remove_slack_too_short"":19,""severe_negative_net"":2}",[],9
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,4,4,take_order,,100,10,100,36,32,61,55,0.31,752.54,8.75,767.54,54.99,,,,,,,,,,,"{""below_direct_net_threshold"":3,""filter_load_window_unreachable"":52,""filter_not_online"":3,""filter_remove_slack_too_short"":9,""severe_negative_net"":1}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,5,5,take_order,,100,10,100,52,48,48,43,0.21,762.31,9.34,777.31,76.83,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":43,""filter_remove_slack_too_short"":5,""severe_negative_net"":2}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,6,6,take_order,,100,10,100,41,34,53,45,0.29,1032.34,9.96,1047.34,54.39,,,,,,,,,,,"{""below_direct_net_threshold"":4,""filter_load_window_unreachable"":39,""filter_not_online"":6,""filter_remove_slack_too_short"":14,""severe_negative_net"":3}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,7,7,take_order,,100,10,100,55,50,45,42,0.2,1159.88,10.36,1174.88,51.93,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":42,""filter_remove_slack_too_short"":3,""severe_negative_net"":4}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,8,8,take_order,,100,10,100,34,26,57,54,0.38,856.15,11.1,871.15,44.48,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":45,""filter_not_online"":9,""filter_remove_slack_too_short"":12,""severe_negative_net"":6}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,9,9,take_order,,100,10,100,34,33,66,59,0.3,776.75,3.48,791.75,43.62,,,,,,,,,,,"{""filter_load_window_unreachable"":59,""filter_remove_slack_too_short"":7,""severe_negative_net"":1}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,10,10,take_order,,100,10,100,25,24,71,55,0.42,801.66,3.86,816.66,109.62,,,,,,,,,,,"{""filter_load_window_unreachable"":51,""filter_not_online"":4,""filter_remove_slack_too_short"":20,""severe_negative_net"":1}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,11,11,take_order,,100,10,100,36,35,53,45,0.29,752.08,4.17,767.08,55.72,,,,,,,,,,,"{""filter_load_window_unreachable"":34,""filter_not_online"":11,""filter_remove_slack_too_short"":19,""severe_negative_net"":1}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,12,12,take_order,,100,10,100,58,51,42,42,0.2,864.91,4.64,879.91,72.72,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":42,""severe_negative_net"":6}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,13,13,take_order,,100,10,100,31,28,58,52,0.36,1009.99,5.13,1024.99,74.36,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":41,""filter_not_online"":11,""filter_remove_slack_too_short"":17,""severe_negative_net"":1}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,14,14,take_order,,100,10,100,44,41,54,46,0.24,833.2,5.41,848.2,68.05,,,,,,,,,,,"{""filter_load_window_unreachable"":44,""filter_not_online"":2,""filter_remove_slack_too_short"":10,""severe_negative_net"":3}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,15,15,take_order,,100,10,100,32,32,68,64,0.31,926.6,5.7,941.6,74.05,,,,,,,,,,,"{""filter_load_window_unreachable"":64,""filter_remove_slack_too_short"":4}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,16,16,take_order,,100,10,100,32,31,62,42,0.32,866.73,6.0,881.73,78.82,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":36,""filter_not_online"":6,""filter_remove_slack_too_short"":26}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,17,17,take_order,,100,10,100,35,35,65,60,0.29,812.3,6.4,827.3,46.05,,,,,,,,,,,"{""filter_load_window_unreachable"":60,""filter_remove_slack_too_short"":5}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,18,18,take_order,,100,10,100,30,30,62,44,0.33,937.9,6.83,952.9,60.89,,,,,,,,,,,"{""filter_load_window_unreachable"":36,""filter_not_online"":8,""filter_remove_slack_too_short"":26}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,19,19,take_order,,100,10,100,51,43,47,40,0.23,815.48,7.32,830.48,41.45,,,,,,,,,,,"{""below_direct_net_threshold"":5,""filter_load_window_unreachable"":38,""filter_not_online"":2,""filter_remove_slack_too_short"":9,""severe_negative_net"":3}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,20,20,take_order,,100,10,100,28,21,61,55,0.48,892.49,7.82,907.49,65.29,,,,,,,,,,,"{""below_direct_net_threshold"":4,""filter_load_window_unreachable"":44,""filter_not_online"":11,""filter_remove_slack_too_short"":17,""severe_negative_net"":3}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,21,21,take_order,,100,10,100,49,44,49,41,0.23,996.88,8.18,1011.88,64.8,,,,,,,,,,,"{""filter_load_window_unreachable"":39,""filter_not_online"":2,""filter_remove_slack_too_short"":10,""severe_negative_net"":5}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,22,22,take_order,,100,10,100,51,45,49,48,0.22,1019.63,8.53,1034.63,65.9,,,,,,,,,,,"{""below_direct_net_threshold"":3,""filter_load_window_unreachable"":48,""filter_remove_slack_too_short"":1,""severe_negative_net"":3}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,23,23,take_order,,100,10,100,22,16,72,57,0.62,880.61,8.96,895.61,39.6,,,,,,,,,,,"{""below_direct_net_threshold"":4,""filter_load_window_unreachable"":51,""filter_not_online"":6,""filter_remove_slack_too_short"":21,""severe_negative_net"":2}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,24,24,take_order,,100,10,100,40,39,59,56,0.26,730.88,9.36,745.88,38.55,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":55,""filter_not_online"":1,""filter_remove_slack_too_short"":4}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,25,25,take_order,,100,10,100,35,33,53,41,0.3,588.44,9.76,603.44,63.19,,,,,,,,,,,"{""below_direct_net_threshold"":1,""filter_load_window_unreachable"":29,""filter_not_online"":12,""filter_remove_slack_too_short"":24,""severe_negative_net"":1}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,26,26,take_order,,100,10,100,45,41,51,42,0.24,993.66,10.16,1008.66,70.37,,,,,,,,,,,"{""below_direct_net_threshold"":3,""filter_load_window_unreachable"":38,""filter_not_online"":4,""filter_remove_slack_too_short"":13,""severe_negative_net"":1}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,27,27,take_order,,100,10,100,40,37,60,58,0.27,718.87,10.49,733.87,54.7,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":58,""filter_remove_slack_too_short"":2,""severe_negative_net"":1}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,28,28,take_order,,100,10,100,47,44,47,33,0.23,1322.3,10.98,1337.3,79.98,,,,,,,,,,,"{""below_direct_net_threshold"":2,""filter_load_window_unreachable"":27,""filter_not_online"":6,""filter_remove_slack_too_short"":20,""severe_negative_net"":1}",[],10
query,runs/next_build/20260509/money_greedy_no_pref,20260509_reference,f9abd903cb86,d56a871e0ffa,29,29,take_order,,100,10,100,61,44,39,39,0.23,1447.04,11.47,1462.04,74.92,,,,,,,,,,,"{""below_direct_net_threshold"":9,""filter_load_window_unreachable"":39,""severe_negative_net"":8}",[],10
